NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE	
MED14-AS1	MED14-AS1	null	null	1.0455521	
NAGA	NAGA	NAGA	N-acetylgalactosaminidase, alpha-	1.0432184	
RBMXL1	RBMXL1	RBMXL1	RNA binding motif protein, X-linked-like 1	1.0410866	
HLA-DQA1	HLA-DQA1	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	1.0410168	
RP11-649A18.12	RP11-649A18.12	null	null	1.0391167	
PSMB3	PSMB3	PSMB3	proteasome (prosome, macropain) subunit, beta type, 3	1.0360098	
SH2D2A	SH2D2A	SH2D2A	SH2 domain protein 2A	1.0359609	
RAB4B	RAB4B	RAB4B	RAB4B, member RAS oncogene family	1.0348157	
SLC12A7	SLC12A7	SLC12A7	solute carrier family 12 (potassium/chloride transporters), member 7	1.0346519	
HLA-DMB	HLA-DMB	HLA-DMB	major histocompatibility complex, class II, DM beta	1.0340855	
AC025171.1	AC025171.1	null	null	1.0332725	
HLA-L	HLA-L	HLA-L	major histocompatibility complex, class I, L	1.0307257	
CD3E	CD3E	CD3E	CD3e molecule, epsilon (CD3-TCR complex)	1.0286487	
SEPT1	SEPT1	SEPT1	septin 1	1.0284915	
HVCN1	HVCN1	HVCN1	hydrogen voltage-gated channel 1	1.0170498	
CD27	CD27	null	null	1.0163318	
HLA-H	HLA-H	HLA-H	major histocompatibility complex, class I, H (pseudogene)	1.0136069	
HLA-A	HLA-A	HLA-A	major histocompatibility complex, class I, A	1.0111942	
AC008738.1	AC008738.1	null	null	1.0105872	
PTGES3P1	PTGES3P1	null	null	1.0092757	
GHDC	GHDC	GHDC	GH3 domain containing	1.0092677	
RASAL3	RASAL3	null	null	1.0075324	
RASA4	RASA4	RASA4	RAS p21 protein activator 4	1.0063816	
VAMP8	VAMP8	VAMP8	vesicle-associated membrane protein 8 (endobrevin)	1.0063252	
P2RY11	P2RY11	P2RY11	purinergic receptor P2Y, G-protein coupled, 11	1.0036922	
HLA-E	HLA-E	HLA-E	major histocompatibility complex, class I, E	1.0025856	
TAP2	TAP2	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	1.0022943	
TRAF3IP3	TRAF3IP3	TRAF3IP3	TRAF3 interacting protein 3	1.0002077	
LIME1	LIME1	LIME1	Lck interacting transmembrane adaptor 1	0.9973125	
SLC29A3	SLC29A3	SLC29A3	solute carrier family 29 (nucleoside transporters), member 3	0.9960262	
HLA-DPA1	HLA-DPA1	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	0.9951899	
SLC15A3	SLC15A3	SLC15A3	solute carrier family 15, member 3	0.9951106	
ZNF784	ZNF784	ZNF784	zinc finger protein 784	0.99435997	
HLA-J	HLA-J	HLA-J	major histocompatibility complex, class I, J (pseudogene)	0.9937228	
CD74	CD74	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	0.993529	
PRR13	PRR13	PRR13	proline rich 13	0.9930363	
LAT2	LAT2	LAT2	linker for activation of T cells family, member 2	0.99230945	
SOWAHD	SOWAHD	null	null	0.9916895	
AJ271736.10	AJ271736.10	null	null	0.9916605	
LIPT2	LIPT2	null	null	0.9901151	
CIITA	CIITA	CIITA	class II, major histocompatibility complex, transactivator	0.99001694	
TRAC	TRAC	TRAC	T cell receptor alpha constant	0.9887492	
ABI3	ABI3	ABI3	ABI gene family, member 3	0.98866516	
APOL2	APOL2	APOL2	apolipoprotein L, 2	0.9883136	
PVRIG	PVRIG	PVRIG	poliovirus receptor related immunoglobulin domain containing	0.9830948	
DOK1	DOK1	DOK1	docking protein 1, 62kDa (downstream of tyrosine kinase 1)	0.9830828	
SKIV2L	SKIV2L	SKIV2L	superkiller viralicidic activity 2-like (S. cerevisiae)	0.9826506	
GBP2	GBP2	GBP2	guanylate binding protein 2, interferon-inducible	0.9811959	
DEF6	DEF6	DEF6	differentially expressed in FDCP 6 homolog (mouse)	0.9810973	
HLA-DRB1	HLA-DRB1	HLA-DRB1	major histocompatibility complex, class II, DR beta 1	0.9802583	
IFI30	IFI30	IFI30	interferon, gamma-inducible protein 30	0.97783715	
CLDN23	CLDN23	CLDN23	claudin 23	0.97751606	
PLD3	PLD3	PLD3	phospholipase D family, member 3	0.9773875	
TAP1	TAP1	TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	0.9760603	
PADI2	PADI2	PADI2	peptidyl arginine deiminase, type II	0.9749694	
TNFAIP2	TNFAIP2	TNFAIP2	tumor necrosis factor, alpha-induced protein 2	0.974793	
MED18	MED18	MED18	mediator of RNA polymerase II transcription, subunit 18 homolog (S. cerevisiae)	0.9727882	
FCGR1B	FCGR1B	FCGR1B	Fc fragment of IgG, high affinity Ib, receptor (CD64)	0.972162	
LTB	LTB	LTB	lymphotoxin beta (TNF superfamily, member 3)	0.97210217	
HTRA4	HTRA4	HTRA4	HtrA serine peptidase 4	0.9720466	
DENND2D	DENND2D	DENND2D	DENN/MADD domain containing 2D	0.971668	
FCGR1A	FCGR1A	FCGR1A	Fc fragment of IgG, high affinity Ia, receptor (CD64)	0.97071445	
RNF130	RNF130	RNF130	ring finger protein 130	0.9697022	
EMR2	EMR2	EMR2	egf-like module containing, mucin-like, hormone receptor-like 2	0.9696367	
TYROBP	TYROBP	TYROBP	TYRO protein tyrosine kinase binding protein	0.96881115	
HLA-G	HLA-G	HLA-G	HLA-G histocompatibility antigen, class I, G	0.9674651	
LINC00176	LINC00176	null	null	0.96685743	
ELMO1	ELMO1	ELMO1	engulfment and cell motility 1	0.96639043	
PTPRCAP	PTPRCAP	PTPRCAP	protein tyrosine phosphatase, receptor type, C-associated protein	0.9653262	
RP11-799D4.4	RP11-799D4.4	null	null	0.9638016	
ZNF611	ZNF611	ZNF611	zinc finger protein 611	0.96191365	
ZGLP1	ZGLP1	null	null	0.96121466	
RASA4B	RASA4B	null	null	0.957952	
ARHGEF34P	ARHGEF34P	null	null	0.957322	
TPMT	TPMT	TPMT	thiopurine S-methyltransferase	0.9564318	
GPR35	GPR35	GPR35	G protein-coupled receptor 35	0.9548231	
HLA-DRB5	HLA-DRB5	HLA-DRB5	major histocompatibility complex, class II, DR beta 5	0.953843	
SETD1B	SETD1B	SETD1B	SET domain containing 1B	0.95354766	
GIMAP7	GIMAP7	GIMAP7	GTPase, IMAP family member 7	0.951474	
IL18BP	IL18BP	IL18BP	interleukin 18 binding protein	0.9513535	
APOBR	APOBR	null	null	0.95046854	
CD48	CD48	CD48	CD48 molecule	0.9495047	
MTHFR	MTHFR	MTHFR	5,10-methylenetetrahydrofolate reductase (NADPH)	0.94944996	
TNFRSF4	TNFRSF4	TNFRSF4	tumor necrosis factor receptor superfamily, member 4	0.9490932	
BCKDK	BCKDK	BCKDK	branched chain ketoacid dehydrogenase kinase	0.94828933	
TRBC2	TRBC2	TRBC2	T cell receptor beta constant 2	0.94660324	
TIFA	TIFA	TIFA	-	0.94635385	
MGAT1	MGAT1	MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	0.9447414	
HLA-DMA	HLA-DMA	HLA-DMA	major histocompatibility complex, class II, DM alpha	0.94455063	
SASH3	SASH3	null	null	0.9432976	
STAC3	STAC3	STAC3	SH3 and cysteine rich domain 3	0.94283986	
TRAFD1	TRAFD1	TRAFD1	TRAF-type zinc finger domain containing 1	0.9403246	
TBC1D10C	TBC1D10C	TBC1D10C	TBC1 domain family, member 10C	0.93951786	
APOL1	APOL1	APOL1	apolipoprotein L, 1	0.93880373	
ADAP2	ADAP2	null	null	0.93794554	
AKNA	AKNA	AKNA	AT-hook transcription factor	0.93761796	
IGFLR1	IGFLR1	null	null	0.9374212	
FUOM	FUOM	null	null	0.93718106	
FAM63A	FAM63A	FAM63A	family with sequence similarity 63, member A	0.9367749	
HLA-DPB1	HLA-DPB1	HLA-DPB1	major histocompatibility complex, class II, DP beta 1	0.9364225	
RP11-158K1.3	RP11-158K1.3	null	null	0.93613946	
TNFAIP8L2	TNFAIP8L2	TNFAIP8L2	tumor necrosis factor, alpha-induced protein 8-like 2	0.93613935	
FCGR1C	FCGR1C	FCGR1C	Fc fragment of IgG, high affinity Ic, receptor (CD64)	0.93500936	
CMTR1	CMTR1	null	null	0.93466526	
ZNF646	ZNF646	ZNF646	zinc finger protein 646	0.93400717	
SNX20	SNX20	null	null	0.9311441	
NR1H3	NR1H3	NR1H3	nuclear receptor subfamily 1, group H, member 3	0.93111515	
IFI35	IFI35	IFI35	interferon-induced protein 35	0.9296052	
TIMM10	TIMM10	TIMM10	translocase of inner mitochondrial membrane 10 homolog (yeast)	0.92673606	
MRPL2	MRPL2	MRPL2	mitochondrial ribosomal protein L2	0.92667264	
METTL22	METTL22	null	null	0.9254393	
CD2	CD2	CD2	CD2 molecule	0.9238318	
LBH	LBH	LBH	-	0.9202603	
GBP1	GBP1	GBP1	guanylate binding protein 1, interferon-inducible, 67kDa	0.9202042	
BTN3A3	BTN3A3	BTN3A3	butyrophilin, subfamily 3, member A3	0.9197039	
IGSF6	IGSF6	IGSF6	immunoglobulin superfamily, member 6	0.91800386	
TOR2A	TOR2A	TOR2A	torsin family 2, member A	0.91765004	
AC008964.1	AC008964.1	null	null	0.9172101	
SLC27A1	SLC27A1	SLC27A1	solute carrier family 27 (fatty acid transporter), member 1	0.9150124	
SPN	SPN	SPN	sialophorin (leukosialin, CD43)	0.91492593	
HCST	HCST	HCST	hematopoietic cell signal transducer	0.91472787	
RP11-94L15.2	RP11-94L15.2	null	null	0.91395456	
GAREML	GAREML	null	null	0.9114728	
ORMDL3	ORMDL3	ORMDL3	ORM1-like 3 (S. cerevisiae)	0.9107378	
KCNK13	KCNK13	KCNK13	potassium channel, subfamily K, member 13	0.9090472	
NARFL	NARFL	NARFL	nuclear prelamin A recognition factor-like	0.9069186	
SMCO4	SMCO4	null	null	0.9064529	
HLA-C	HLA-C	HLA-C	major histocompatibility complex, class I, C	0.9060748	
HLA-DQB1	HLA-DQB1	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	0.9060702	
PYHIN1	PYHIN1	PYHIN1	pyrin and HIN domain family, member 1	0.9045633	
IL2RB	IL2RB	IL2RB	interleukin 2 receptor, beta	0.9043714	
DOK2	DOK2	DOK2	docking protein 2, 56kDa	0.9042552	
NADK	NADK	NADK	NAD kinase	0.9028656	
AC068580.6	AC068580.6	null	null	0.9026829	
C6orf226	C6orf226	null	null	0.9024687	
APOBEC3G	APOBEC3G	APOBEC3G	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G	0.90013367	
LST1	LST1	LST1	leukocyte specific transcript 1	0.8999298	
ZNF672	ZNF672	ZNF672	zinc finger protein 672	0.8994638	
LPCAT3	LPCAT3	null	null	0.8991805	
GM2A	GM2A	GM2A	GM2 ganglioside activator	0.89883804	
GPR65	GPR65	GPR65	G protein-coupled receptor 65	0.89877397	
RP11-215G15.5	RP11-215G15.5	null	null	0.89813286	
TOX	TOX	TOX	-	0.8979258	
DOLPP1	DOLPP1	DOLPP1	dolichyl pyrophosphate phosphatase 1	0.8975735	
RAD9A	RAD9A	RAD9A	RAD9 homolog A (S. pombe)	0.89745194	
SUCNR1	SUCNR1	SUCNR1	succinate receptor 1	0.89727896	
TOM1	TOM1	TOM1	target of myb1 (chicken)	0.8964561	
KCTD5	KCTD5	KCTD5	potassium channel tetramerisation domain containing 5	0.89283365	
WDFY4	WDFY4	WDFY4	WDFY family member 4	0.8924797	
TMC8	TMC8	TMC8	transmembrane channel-like 8	0.89119697	
FAM26F	FAM26F	null	null	0.8910199	
HAVCR2	HAVCR2	HAVCR2	hepatitis A virus cellular receptor 2	0.89063567	
CCR5	CCR5	CCR5	chemokine (C-C motif) receptor 5	0.89048535	
ALKBH6	ALKBH6	ALKBH6	alkB, alkylation repair homolog 6 (E. coli)	0.88987046	
HMHA1	HMHA1	HMHA1	histocompatibility (minor) HA-1	0.88893497	
NFKBID	NFKBID	null	null	0.8889342	
RAB42	RAB42	RAB42	RAB42, member RAS oncogene family	0.88886386	
MRPL28	MRPL28	MRPL28	mitochondrial ribosomal protein L28	0.88885814	
HELB	HELB	HELB	helicase (DNA) B	0.88880473	
ZNF763	ZNF763	ZNF763	zinc finger protein 763	0.88798386	
CD72	CD72	CD72	CD72 molecule	0.8872989	
CCL5	CCL5	CCL5	chemokine (C-C motif) ligand 5	0.88623405	
MGAT4A	MGAT4A	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A	0.8862327	
GIMAP1	GIMAP1	GIMAP1	GTPase, IMAP family member 1	0.8857285	
TNFSF13B	TNFSF13B	TNFSF13B	tumor necrosis factor (ligand) superfamily, member 13b	0.8854204	
IRF8	IRF8	IRF8	interferon regulatory factor 8	0.8840794	
PRF1	PRF1	PRF1	perforin 1 (pore forming protein)	0.8835635	
ARAP1	ARAP1	null	null	0.8821048	
LENG9	LENG9	LENG9	leukocyte receptor cluster (LRC) member 9	0.8814756	
C10orf128	C10orf128	C10ORF128	chromosome 10 open reading frame 128	0.8814657	
ALDOA	ALDOA	ALDOA	aldolase A, fructose-bisphosphate	0.881296	
CD52	CD52	CD52	CD52 molecule	0.8812155	
FAM157B	FAM157B	null	null	0.88116807	
GNGT2	GNGT2	GNGT2	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	0.88078773	
ARHGAP30	ARHGAP30	ARHGAP30	Rho GTPase activating protein 30	0.8801006	
MAP10	MAP10	null	null	0.8789691	
IL32	IL32	IL32	interleukin 32	0.8777911	
CECR1	CECR1	CECR1	cat eye syndrome chromosome region, candidate 1	0.8763067	
ZNF766	ZNF766	ZNF766	zinc finger protein 766	0.87554175	
CECR6	CECR6	CECR6	cat eye syndrome chromosome region, candidate 6	0.8753482	
RP11-158H5.7	RP11-158H5.7	null	null	0.8738464	
HLA-B	HLA-B	HLA-B	major histocompatibility complex, class I, B	0.87359285	
PRSS36	PRSS36	PRSS36	protease, serine, 36	0.8708885	
PIN4P1	PIN4P1	null	null	0.8706434	
KDM8	KDM8	null	null	0.86972225	
CD37	CD37	CD37	CD37 molecule	0.8691032	
IL2RG	IL2RG	IL2RG	interleukin 2 receptor, gamma (severe combined immunodeficiency)	0.8675619	
C16orf54	C16orf54	C16ORF54	chromosome 16 open reading frame 54	0.8672733	
SLAMF8	SLAMF8	SLAMF8	SLAM family member 8	0.8670852	
UBD	UBD	UBD	ubiquitin D	0.8663246	
AL627309.1	AL627309.1	null	null	0.86573684	
RHOT2	RHOT2	RHOT2	ras homolog gene family, member T2	0.8656151	
SPI1	SPI1	SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	0.8655206	
PTPN6	PTPN6	PTPN6	protein tyrosine phosphatase, non-receptor type 6	0.86541617	
CXCL9	CXCL9	CXCL9	chemokine (C-X-C motif) ligand 9	0.864965	
FKBPL	FKBPL	FKBPL	FK506 binding protein like	0.8643323	
SCAF11	SCAF11	null	null	0.86418223	
RP11-876N24.4	RP11-876N24.4	null	null	0.86405426	
SLC36A1	SLC36A1	SLC36A1	solute carrier family 36 (proton/amino acid symporter), member 1	0.86289155	
CORO1A	CORO1A	CORO1A	coronin, actin binding protein, 1A	0.86254364	
C5orf56	C5orf56	null	null	0.86250025	
ZNF552	ZNF552	ZNF552	zinc finger protein 552	0.86174786	
CTD-2192J16.20	CTD-2192J16.20	null	null	0.86161005	
ITGAX	ITGAX	ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)	0.8616078	
CCL4L2	CCL4L2	CCL4L2	chemokine (C-C motif) ligand 4-like 2	0.85844874	
SLX4	SLX4	null	null	0.85833615	
TMEM176B	TMEM176B	TMEM176B	transmembrane protein 176B	0.8577687	
RASSF7	RASSF7	RASSF7	Ras association (RalGDS/AF-6) domain family 7	0.8573588	
GIMAP2	GIMAP2	GIMAP2	GTPase, IMAP family member 2	0.85719997	
TAPSAR1	TAPSAR1	null	null	0.85589033	
RP1-66C13.3	RP1-66C13.3	null	null	0.85582435	
C1orf54	C1orf54	C1ORF54	chromosome 1 open reading frame 54	0.85490817	
RARRES3	RARRES3	RARRES3	retinoic acid receptor responder (tazarotene induced) 3	0.8546551	
GRN	GRN	GRN	granulin	0.85452455	
GCH1	GCH1	GCH1	GTP cyclohydrolase 1 (dopa-responsive dystonia)	0.8543972	
RNF157	RNF157	RNF157	ring finger protein 157	0.8542435	
CD300C	CD300C	CD300C	CD300c molecule	0.85328746	
BAZ2A	BAZ2A	BAZ2A	bromodomain adjacent to zinc finger domain, 2A	0.85196835	
MYCL	MYCL	null	null	0.8499298	
RP4-798A10.2	RP4-798A10.2	null	null	0.8469101	
IRF5	IRF5	IRF5	interferon regulatory factor 5	0.8465506	
LGALS9	LGALS9	LGALS9	lectin, galactoside-binding, soluble, 9 (galectin 9)	0.84616596	
LILRA6	LILRA6	LILRA6	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6	0.84568536	
IL18	IL18	IL18	interleukin 18 (interferon-gamma-inducing factor)	0.8452954	
PCED1B-AS1	PCED1B-AS1	null	null	0.8440517	
IRF1	IRF1	IRF1	interferon regulatory factor 1	0.8438799	
PIK3R6	PIK3R6	null	null	0.8434057	
GSDMD	GSDMD	null	null	0.8427086	
ZNF780A	ZNF780A	ZNF780A	zinc finger protein 780A	0.8426183	
PDE7A	PDE7A	PDE7A	phosphodiesterase 7A	0.84254545	
SLAMF7	SLAMF7	SLAMF7	SLAM family member 7	0.84210867	
TYMP	TYMP	null	null	0.8414055	
BAK1	BAK1	BAK1	BCL2-antagonist/killer 1	0.8412038	
VAV1	VAV1	VAV1	vav 1 oncogene	0.8409763	
BTK	BTK	BTK	Bruton agammaglobulinemia tyrosine kinase	0.83992183	
BTN3A2	BTN3A2	BTN3A2	butyrophilin, subfamily 3, member A2	0.839874	
SIGLEC10	SIGLEC10	SIGLEC10	sialic acid binding Ig-like lectin 10	0.83767116	
CARD9	CARD9	CARD9	caspase recruitment domain family, member 9	0.8373582	
LPAR5	LPAR5	null	null	0.8359581	
PSTPIP2	PSTPIP2	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	0.83594733	
CTSS	CTSS	CTSS	cathepsin S	0.83562106	
OR2A20P	OR2A20P	OR2A20P	olfactory receptor, family 2, subfamily A, member 20 pseudogene	0.8351673	
HCK	HCK	HCK	hemopoietic cell kinase	0.8349355	
FGD3	FGD3	FGD3	FYVE, RhoGEF and PH domain containing 3	0.8331472	
PLCB2	PLCB2	PLCB2	phospholipase C, beta 2	0.8330336	
NCF2	NCF2	NCF2	neutrophil cytosolic factor 2 (65kDa, chronic granulomatous disease, autosomal 2)	0.8328905	
RP11-423H2.1	RP11-423H2.1	null	null	0.83284307	
FGL2	FGL2	FGL2	fibrinogen-like 2	0.8323912	
CCL4	CCL4	CCL4	chemokine (C-C motif) ligand 4	0.8318894	
HLA-DOA	HLA-DOA	HLA-DOA	major histocompatibility complex, class II, DO alpha	0.83156776	
CD84	CD84	CD84	CD84 molecule	0.83131874	
PC	PC	PC	pyruvate carboxylase	0.8308533	
LAPTM5	LAPTM5	LAPTM5	lysosomal associated multispanning membrane protein 5	0.830739	
GIMAP5	GIMAP5	GIMAP5	GTPase, IMAP family member 5	0.83056355	
ALDH16A1	ALDH16A1	ALDH16A1	aldehyde dehydrogenase 16 family, member A1	0.83030593	
PHKG2	PHKG2	PHKG2	phosphorylase kinase, gamma 2 (testis)	0.829914	
PDLIM4	PDLIM4	PDLIM4	PDZ and LIM domain 4	0.8292919	
RP5-968P14.2	RP5-968P14.2	null	null	0.8291003	
GBP4	GBP4	GBP4	guanylate binding protein 4	0.82886034	
GIMAP4	GIMAP4	GIMAP4	GTPase, IMAP family member 4	0.8285605	
OR2A9P	OR2A9P	OR2A9P	olfactory receptor, family 2, subfamily A, member 9 pseudogene	0.82840914	
CD8A	CD8A	CD8A	CD8a molecule	0.8275252	
LAIR1	LAIR1	LAIR1	leukocyte-associated immunoglobulin-like receptor 1	0.82681376	
PIN4	PIN4	PIN4	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)	0.82558095	
DHRS3	DHRS3	DHRS3	dehydrogenase/reductase (SDR family) member 3	0.82471466	
MYO1G	MYO1G	MYO1G	myosin IG	0.82470155	
SYNRG	SYNRG	null	null	0.82363564	
RASSF4	RASSF4	RASSF4	Ras association (RalGDS/AF-6) domain family 4	0.82218385	
APOL3	APOL3	APOL3	apolipoprotein L, 3	0.8215661	
CTSD	CTSD	CTSD	cathepsin D (lysosomal aspartyl peptidase)	0.82149905	
GPR108	GPR108	GPR108	G protein-coupled receptor 108	0.82145214	
DAB2IP	DAB2IP	DAB2IP	DAB2 interacting protein	0.82033604	
APOL6	APOL6	APOL6	apolipoprotein L, 6	0.8195221	
ITFG3	ITFG3	ITFG3	integrin alpha FG-GAP repeat containing 3	0.8189322	
ITGB2	ITGB2	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	0.8186786	
ITM2A	ITM2A	ITM2A	integral membrane protein 2A	0.8185326	
PTPN7	PTPN7	PTPN7	protein tyrosine phosphatase, non-receptor type 7	0.8177631	
CD300A	CD300A	CD300A	CD300a molecule	0.8171602	
ZBTB17	ZBTB17	ZBTB17	zinc finger and BTB domain containing 17	0.81689733	
MYO1F	MYO1F	MYO1F	myosin IF	0.8168606	
C6orf47	C6orf47	C6ORF47	chromosome 6 open reading frame 47	0.81662273	
IFI6	IFI6	IFI6	interferon, alpha-inducible protein 6	0.8164916	
KLHDC7B	KLHDC7B	KLHDC7B	kelch domain containing 7B	0.81575805	
LY86	LY86	LY86	lymphocyte antigen 86	0.81458986	
CFB	CFB	CFB	complement factor B	0.8138008	
SLC44A2	SLC44A2	SLC44A2	solute carrier family 44, member 2	0.81261206	
SQSTM1	SQSTM1	SQSTM1	sequestosome 1	0.8125943	
TFEB	TFEB	TFEB	transcription factor EB	0.8118754	
RP11-600F24.7	RP11-600F24.7	null	null	0.81180733	
ST14	ST14	ST14	suppression of tumorigenicity 14 (colon carcinoma)	0.81173176	
LILRB2	LILRB2	LILRB2	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2	0.81168324	
PSMB9	PSMB9	PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)	0.81017625	
TRIM34	TRIM34	TRIM34	tripartite motif-containing 34	0.80976003	
SLC7A7	SLC7A7	SLC7A7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	0.80933285	
ADAM28	ADAM28	ADAM28	ADAM metallopeptidase domain 28	0.8092048	
KCNMB1	KCNMB1	KCNMB1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	0.80887675	
LILRA2	LILRA2	LILRA2	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2	0.8074714	
CYTH4	CYTH4	null	null	0.8073976	
ADAM10	ADAM10	ADAM10	ADAM metallopeptidase domain 10	0.80438113	
AOAH	AOAH	AOAH	acyloxyacyl hydrolase (neutrophil)	0.80421585	
DCP2	DCP2	DCP2	DCP2 decapping enzyme homolog (S. cerevisiae)	0.8041983	
