NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	133	0.28480086	1.4257902	0.0099502485	0.049404513	0.272	1850	tags=23%, list=13%, signal=27%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	140	0.27022612	1.3890159	0.01	0.064148955	0.338	1474	tags=21%, list=11%, signal=24%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	175	0.25931758	1.3743036	0.0	0.06784746	0.372	2278	tags=23%, list=16%, signal=28%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	86	0.2732061	1.3222157	0.055084746	0.097546525	0.501	4487	tags=49%, list=32%, signal=71%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	160	0.2516794	1.3119771	0.031088082	0.09701092	0.518	2740	tags=28%, list=20%, signal=35%	
CANCER_IMMUNITY_DIFFERENTIATION_ANTIGENS	CANCER_IMMUNITY_DIFFERENTIATION_ANTIGENS	Details ...	1	0.98604554	1.2941922	0.048387095	0.10667865	0.569	195	tags=100%, list=1%, signal=101%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	Details ...	10	0.47490695	1.2747982	0.18028846	0.12229259	0.629	2583	tags=40%, list=18%, signal=49%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	67	0.27652025	1.2488506	0.10150376	0.14268942	0.704	4262	tags=43%, list=30%, signal=62%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	107	0.24774547	1.2187175	0.12820514	0.16965917	0.789	3903	tags=39%, list=28%, signal=54%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	86	0.24271362	1.1721022	0.1468254	0.22344412	0.885	2242	tags=23%, list=16%, signal=28%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	171	0.21080652	1.1191924	0.19375	0.29788005	0.956	3167	tags=28%, list=23%, signal=36%	
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	Details ...	44	0.25103053	1.0430217	0.38795987	0.44563094	0.993	2667	tags=32%, list=19%, signal=39%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	194	0.19265796	1.0385311	0.3312102	0.4413622	0.994	3389	tags=29%, list=24%, signal=38%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	142	0.19703342	1.0153506	0.43820226	0.48177308	0.996	2702	tags=27%, list=19%, signal=34%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	193	0.18179844	0.9958429	0.49142858	0.5127949	0.997	3344	tags=28%, list=24%, signal=37%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	196	0.18381922	0.995199	0.50955415	0.49888074	0.997	3424	tags=29%, list=25%, signal=38%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	136	0.18431789	0.9331004	0.6486486	0.6331354	1.0	2481	tags=21%, list=18%, signal=25%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	54	0.20151785	0.8582219	0.73333335	0.78321487	1.0	2863	tags=31%, list=20%, signal=39%	
