NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	68	0.3257193	1.4352165	0.022653721	0.0409892	0.307	2101	tags=22%, list=15%, signal=26%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	67	0.31153336	1.3574361	0.057692308	0.0720199	0.496	3124	tags=33%, list=22%, signal=42%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	133	0.2744665	1.3497394	0.016736401	0.07358743	0.515	2167	tags=24%, list=16%, signal=28%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	153	0.25880736	1.3119574	0.034334764	0.09327843	0.613	3189	tags=35%, list=23%, signal=44%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	140	0.26043177	1.2971843	0.050541516	0.09897387	0.653	2203	tags=27%, list=16%, signal=32%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	170	0.23993048	1.2339511	0.05263158	0.14816357	0.8	2605	tags=25%, list=19%, signal=31%	
CANCER_IMMUNITY_DIFFERENTIATION_ANTIGENS	CANCER_IMMUNITY_DIFFERENTIATION_ANTIGENS	Details ...	1	0.91634464	1.2274277	0.15384616	0.14884293	0.817	1169	tags=100%, list=8%, signal=109%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	158	0.2164872	1.1045661	0.21461187	0.31316945	0.972	2905	tags=28%, list=21%, signal=36%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	142	0.22063698	1.0985173	0.22072072	0.3137819	0.977	2605	tags=26%, list=19%, signal=32%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	136	0.21911958	1.0936908	0.21933086	0.31227934	0.979	2042	tags=21%, list=15%, signal=25%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	141	0.22025841	1.0858194	0.28512397	0.3157139	0.982	2744	tags=28%, list=20%, signal=34%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	24	0.28742948	0.95755595	0.51944447	0.6056574	1.0	2452	tags=33%, list=18%, signal=40%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	171	0.18184611	0.9412222	0.6555024	0.63039505	1.0	1200	tags=12%, list=9%, signal=13%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	84	0.19491686	0.89584816	0.6798561	0.72815293	1.0	2539	tags=25%, list=18%, signal=30%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	86	0.19418135	0.8873066	0.7604167	0.7245574	1.0	1031	tags=12%, list=7%, signal=12%	
