NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	128	-0.26872754	-0.9754564	0.47908744	0.78863335	0.994	4880	tags=45%, list=35%, signal=69%	
CANCER_IMMUNITY_DIFFERENTIATION_ANTIGENS	CANCER_IMMUNITY_DIFFERENTIATION_ANTIGENS	Details ...	1	-0.7101045	-0.960709	0.53235906	0.77846336	0.995	4053	tags=100%, list=29%, signal=141%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	196	-0.30194247	-0.94116354	0.5	0.7776105	0.997	5354	tags=46%, list=38%, signal=74%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	51	-0.30141094	-0.9403606	0.52380955	0.7438359	0.997	2222	tags=22%, list=16%, signal=26%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	35	-0.2953954	-0.91947424	0.5709024	0.74801624	0.998	3002	tags=34%, list=21%, signal=44%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	68	-0.2574855	-0.88606656	0.5882353	0.77501637	0.999	5152	tags=43%, list=37%, signal=67%	
CANCER_IMMUNITY_SHARED_TUMOR_SPECIFIC_ANTIGENS	CANCER_IMMUNITY_SHARED_TUMOR_SPECIFIC_ANTIGENS	Details ...	2	-0.5466257	-0.86708105	0.66599596	0.77368104	0.999	6338	tags=100%, list=45%, signal=183%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	132	-0.22618596	-0.7972609	0.6869245	0.85863286	1.0	3009	tags=26%, list=22%, signal=33%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	196	-0.21241508	-0.7597943	0.7480769	0.88650215	1.0	5820	tags=42%, list=42%, signal=72%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	29	-0.23165542	-0.7550568	0.83047616	0.8617911	1.0	2453	tags=24%, list=18%, signal=29%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	86	-0.20806517	-0.7445147	0.80898875	0.8470472	1.0	4001	tags=34%, list=29%, signal=47%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	177	-0.18962893	-0.71471524	0.83587784	0.8615395	1.0	4583	tags=32%, list=33%, signal=47%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	127	-0.17118959	-0.6657278	0.9429098	0.8967658	1.0	2320	tags=17%, list=17%, signal=20%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	160	-0.18851542	-0.6489368	0.88117003	0.88733983	1.0	5798	tags=45%, list=41%, signal=76%	
CANCER_IMMUNITY_ANTIGENS_OVEREXPRESSED_IN_TUMORS	CANCER_IMMUNITY_ANTIGENS_OVEREXPRESSED_IN_TUMORS	Details ...	27	-0.19558649	-0.5745748	0.9742647	0.92551535	1.0	5620	tags=48%, list=40%, signal=80%	
