NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	196	0.22156794	1.2418394	0.044247787	0.15003714	0.696	2827	tags=28%, list=20%, signal=34%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	158	0.22779289	1.2170104	0.054545455	0.16982293	0.752	1509	tags=19%, list=11%, signal=21%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	86	0.24939175	1.1736033	0.17351598	0.21560639	0.843	1306	tags=20%, list=9%, signal=22%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	54	0.24406625	1.0746648	0.34732825	0.39162987	0.973	2670	tags=30%, list=19%, signal=36%	
CANCER_IMMUNITY_DIFFERENTIATION_ANTIGENS	CANCER_IMMUNITY_DIFFERENTIATION_ANTIGENS	Details ...	1	0.7931873	1.0739188	0.36692014	0.37787086	0.973	2890	tags=100%, list=21%, signal=126%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	140	0.19278403	1.024385	0.43030304	0.47834918	0.997	2163	tags=21%, list=15%, signal=25%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	128	0.19715814	1.0209556	0.39664805	0.469902	0.997	2056	tags=20%, list=15%, signal=24%	
CANCER_IMMUNITY_ANTIGENS_OVEREXPRESSED_IN_TUMORS	CANCER_IMMUNITY_ANTIGENS_OVEREXPRESSED_IN_TUMORS	Details ...	27	0.2703821	0.98398876	0.48122868	0.5433331	0.998	1190	tags=19%, list=9%, signal=20%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	194	0.17454204	0.9631833	0.5748032	0.5776956	1.0	3348	tags=27%, list=24%, signal=35%	
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	Details ...	44	0.22909665	0.93123716	0.5487805	0.63640743	1.0	2960	tags=32%, list=21%, signal=40%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	Details ...	10	0.31667227	0.8651031	0.64041996	0.7644762	1.0	3195	tags=40%, list=23%, signal=52%	
